Código,Nombre común,Nombre científico,Tipo de planta
CSS,Crásula,Crassula sarcocaulis,CACTACEA/SUCULENTA
CLX,Almez,Celtis sp,FRONDOSA
CCE,Centaurea,Centaurea cineraria,HERB_PERENNES
CEM,Centaurea globosa,Centaurea macrocephala,HERB_PERENNES
SCO,Cólquida,Staphylea colchica,ARBUSTO
CESP,Cefalotejo,Cephalotaxus sp,CONIFERA
CRZ,Canastilla de plata,Cerastium sp,HERB_PERENNES
CSY,Ciclamor de Canadá,Cercis canadensis 'Forest Pansy',FRONDOSA
CPU,Cactus del ordenador,Cereus repandus,CACTACEA/SUCULENTA
CUZ,Cactus,Cereus sp,CACTACEA/SUCULENTA
CEL,Galán rojo,Cestrum elegans,SUBTROPICAL/TROPICAL
CNO,Dama de noche,Cestrum nocturnum,SUBTROPICAL/TROPICAL
CJP,Membrillo japonés,Chaenomeles japonica,ARBUSTO
CHPE,Membrillo de flor,Chaenomeles speciosa,ARBUSTO
CHN,Ciprés de Nootka,Chamaecyparis nootkatensis,CONIFERA
CHP,Ciprés de Sawara,Chamaecyparis pisifera,CONIFERA
CHX,Falso ciprés,Chamaecyparis sp,CONIFERA
CHT,Falso ciprés blanco,Chamaecyparis thyoides,CONIFERA
CHG,Chamadorea,Chamaedorea elegans,SUBTROPICAL/TROPICAL
CHS,Palmera bambú,Chamaedorea seifrizii,SUBTROPICAL/TROPICAL
CHSP,Chamadorea,Chamaedorea sp,SUBTROPICAL/TROPICAL
CHC,Palmito azul,Chamaerops humilis 'Glauca',PALMACEA
CHD,Carquesa,Chamaespartium tridentatum,HERB_PERENNES
RBV,Rosa Blanca de Vibert,Rosa 'Blanc de Vibert',ARBUSTO
CHES,Cheiranthus Alhelí amarillo/Cheiranthus × cheiri,Erysimum x cheiri,HERB_PERENNES
PPS,Sanguina,Prunus prostrata,FRONDOSA
CPR,Calicanto del Japón,Chimonanthus praecox,ARBUSTO
CSK,Chitalpa,x Chitalpa tashkentensis,FRONDOSA
CET,Cinta/Chlorophytum elatum,Chlorophytum capense,HERB_PERENNES
CTT,Naranjo mexicano,Choisya ternata,FRONDOSA
CHZ,Chorisia/Chorisia sp,Ceiba sp,FRONDOSA
CEC,Palo borracho/Chorisia speciosa,Ceiba speciosa,FRONDOSA
CYC,Palma cabada/Chrysalidocarpus cabadae,Dypsis cabadae,SUBTROPICAL/TROPICAL
CYZ,Crisantemos,Chrysanthemum sp,HERB_ANUAL
CIZ,Ciclamen,Cyclamen sp,HERB_PERENNES
CIM,Cineraria gris/Cenicera marítima,Jacobaea maritima,HERB_PERENNES
CCP,Alcanforero,Cinnamomum camphora,FRONDOSA
CAI,Jara blanca,Cistus albidus,ARBUSTO
CLN,Jara pringosa,Cistus ladanifer,ARBUSTO
CILA,Jara de hoja de laurel,Cistus laurifolius,ARBUSTO
CPO,Jara cerval,Cistus populifolius,ARBUSTO
CIS,Jara de hoja de salvia,Cistus salviifolius,ARBUSTO
CIX,Jara,Cistus sp,ARBUSTO
CLM,Citrón/Citrus limetta,Citrus medica,FRONDOSA
CMY,Naranjo de la china/Citrus myrtifolia,Citrus x aurantium var. myrtifolia,FRONDOSA
CIP,Pomelo,Citrus paradisi,FRONDOSA
CRT,Mandarino,Citrus reticulata,FRONDOSA
CSN,Naranjo dulce,Citrus sinensis,FRONDOSA
CISP,Cítricos,Citrus sp,FRONDOSA
CLMO,Clemátide montana,Clematis montana,TAPIZANTE/TREPADORA
CLZ,Clemátides,Clematis sp,TAPIZANTE/TREPADORA
CLEZ,Pata de vaca,Cleome sp,HERB_PERENNES
CLBU,Clerodendro chino,Clerodendrum bungei,SUBTROPICAL/TROPICAL
CLTR,Clerodendro japonés,Clerodendrum trichotomum,SUBTROPICAL/TROPICAL
CNB,Clivia,Clivia nobilis,HERB_PERENNES
CLP,Cinta,Chlorophytum sp,HERB_PERENNES
CCL,Cóculo,Cocculus laurifolius,ARBUSTO
SCIG,Espirea,Spiraea x cinerea 'Grefsheim',ARBUSTO
COD,Crotón,Codiaeum variegatum,HERB_PERENNES
COP,"Cóleo, Cretona",Coleus sp,HERB_PERENNES
CTB,Espantalobos,Colutea arborescens,ARBUSTO
POPD,Fisocarpo 'Diable D'or',"Physocarpus opulifolius ""Diable D´or""",HERB_PERENNES
CAN,Correhuela,Convolvulus arvensis,TAPIZANTE/TREPADORA
CVN,Campanilla plateada,Convolvulus cneorum,HERB_PERENNES
CBA,Coprosma,Coprosma baueri,ARBUSTO
CRP,Coprosma,Coprosma repens,ARBUSTO
COA,Drácena,Cordyline australis,SUBTROPICAL/TROPICAL
SOA,Mostajo,Sorbus aria,FRONDOSA
CDZ,Drácenas,Cordyline sp,SUBTROPICAL/TROPICAL
CSR,Drácena,Cordyline stricta,SUBTROPICAL/TROPICAL
COTE,Drácena Kiwi (roja)/Cordyline terminalis,Cordyline fruticosa,SUBTROPICAL/TROPICAL
CMR,Emborrachacabras,Coriaria myrtifolia,ARBUSTO
CCN,Cornejo de mesa,Cornus controversa,ARBUSTO
CMA,Cornejo macho,Cornus mas,ARBUSTO
COZ,Cornejo,Cornus sp,ARBUSTO
CST,Conrnejo amarillo/Cornus stolonifera,Cornus sericea,ARBUSTO
CNX,Coronilla,Coronilla sp,HERB_PERENNES
CRR,Correa speciosa,Correa reflexa,ARBUSTO
CAG,Plumero,Cortaderia argentea,HERB_PERENNES
COS,Plumero de las Pampas,Cortaderia selloana,HERB_PERENNES
CRX,Plumeros,Cortaderia sp,HERB_PERENNES
CYX,Avellanos,Corylus sp,ARBUSTO
COC,Árbol de las pelucas,Cotinus coggygria,ARBUSTO
CHR,Cotoneaster de Henry,Cotoneaster henryanus,ARBUSTO
CMI,Cotoneaster de hoja pequeña,Cotoneaster microphyllus,ARBUSTO
CPA,Cotoneaster achaparrado,Cotoneaster praecox,ARBUSTO
CTO,Cotoneaster tomentosus,Cotoneaster nebrodensis,ARBUSTO
CXS,Cotoneaster dammeri 'Coral Beauty',Cotoneaster x suecicus 'Coral Beauty',ARBUSTO
CRB,Crásula,Crassula arborescens,CACTACEA/SUCULENTA
NOLP,Adelfa 'Petite salmon',Nerium oleander 'Petite Salmon',ARBUSTO
CCG,Espino espolón de gallo,Crataegus crus-galli,ARBUSTO
CLVC,"Espino híbrido, cultivar 'Carrieri'",Crataegus x lavallei 'Carrieri',ARBUSTO
COY,Espino blanco/Crataegus oxiacantha,Crataegus ripidophylla,ARBUSTO
CPY,Espino de fuego,Crataegus pyracantha,ARBUSTO
CTX,Crataegus,Crataegus sp,ARBUSTO
CCS,Crocosmia,Crocosmia x crocosmiiflora,HERB_PERENNES
CRJ,Cedro japonés,Cryptomeria japonica,CONIFERA
CUC,Calabacín,Cucurbita pepo,HERB_ANUAL
CUMI,Cufea,Cuphea micropetala,SUBTROPICAL/TROPICAL
CUL,Ciprés de Monterrey,Cupressus lambertiana,CONIFERA
CLU,Ciprés de Portugal,Cupressus lusitanica,CONIFERA
CRE,Cica,Cycas revoluta,PALMACEA
CYS,Alcachofa,Cynara scolymus,HERB_PERENNES
CYDA,Grama común,Cynodon dactylon,HERB_PERENNES
CAL,Paragüitas,Cyperus alternifolius,HERB_PERENNES
CLO,Juncia,Cyperus longus,HERB_PERENNES
CYT,Codeso andaluz,Cytisus baeticus,ARBUSTO
CSC,Escobón,Cytisus scoparius,ARBUSTO
CYPR,"Retama canaria, retama de colores ( purgans x multiflorus)",Cytisus x praecox,ARBUSTO
DAX,Dalias,Dahlia sp,HERB_PERENNES
DABU,Daphne híbrido,Daphne x burkwoodii,ARBUSTO
DGN,Torvisco,Daphne gnidium,ARBUSTO
DOD,Dafne de invierno,Daphne odora,ARBUSTO
DAZ,Torvisco,Daphne sp,ARBUSTO
DAR,Datura arborea Floripondio/Datura arborea,Brugmansia arborea,ARBUSTO
DACA,Trompetero,Datura x candida,HERB_PERENNES
DASP,Estramonio,Datura sp,HERB_PERENNES
DIV,Árbol de los pañuelos,Davidia involucrata,FRONDOSA
DRE,Flamboyán,Delonix regia,FRONDOSA
DGL,Deucia,Deutzia glabrata,ARBUSTO
DGR,Deucia grácil,Deutzia gracilis,ARBUSTO
CALS,"Cornus alba 'Westonbirt' ; Cornus alba 'Koralle', cornejo",Cornus alba 'Sibirica',ARBUSTO
DSC,Deucia,Deutzia scabra,ARBUSTO
DEX,Deucia,Deutzia sp,ARBUSTO
DICH,Clavelina,Dianthus chinensis,HERB_PERENNES
DISP,Clavel,Dianthus sp,HERB_PERENNES
DSP,Flores en el corazón/Dicentra spectabilis,Lamprocapnos spectabilis,HERB_PERENNES
DAN,Helecho arbóreo/Dicksonia antartica,Balantium antarcticum,HERB_PERENNES
DAL,Palmera princesa,Dictyosperma album,SUBTROPICAL/TROPICAL
DIP,Dedalera,Digitalis purpurea,HERB_PERENNES
DKA,Caqui,Diospyros kaki,FRONDOSA
DIX,Caqui,Diospyros sp,FRONDOSA
DCA,Dombella,Dombeya x cayeuxii,ARBUSTO
DHI,Hierba del pastor,Dorycnium hirsutum,HERB_PERENNES
DPE,Escobón,Dorycnium pentaphyllum,HERB_PERENNES
SSM,Tomate enano,Solanum pseudocapsicum,ARBUSTO
DMR,Drácena,Dracaena marginata,SUBTROPICAL/TROPICAL
DRX,Drácenas,Dracaena sp,SUBTROPICAL/TROPICAL
DRZ,Helecho de madera,Dryopteris sp,HERB_PERENNES
DUI,Fresa de la India,Duchesnea indica,HERB_PERENNES
DUR,Duranta,Duranta repens,ARBUSTO
DMD,Palma de Madagascar,Dypsis madagascariensis,SUBTROPICAL/TROPICAL
EQI,Equinácea,Echinacea sp,HERB_PERENNES
ECX,Cactus erizo,Echinocactus sp,CACTACEA/SUCULENTA
ELX,Eleagnos,Elaeagnus sp,ARBUSTO
EEB,Eleagno híbrido,Elaeagnus x ebbingei,ARBUSTO
ELG,Palmera del aceite,Elaeis guineensis,PALMACEA
SSI,Sedum,Sedum sielboldii,CACTACEA/SUCULENTA
ELA,Encefalarto,Encephalartos laurentianus,HERB_PERENNES
EVN,Platanera de Abisinia,Ensete ventricosum,SUBTROPICAL/TROPICAL
EPX,Efedra,Ephedra sp,HERB_PERENNES
EPI,Poto variegado,Epipremnum aureum 'Variegata',SUBTROPICAL/TROPICAL
ECU,Amor seco llorón,Eragrostis curvula,HERB_PERENNES
ECN,Brezo,Erica carnea,ARBUSTO
ERX,Brezo,Erica sp,ARBUSTO
ECR,Pico de gallo,Erythrina crista-galli,SUBTROPICAL/TROPICAL
ERU,Escalonia,Escallonia rubra,ARBUSTO
EGU,Eucalipto decorativo,Eucalyptus gunnii,FRONDOSA
EUX,Eucalipto,Eucalyptus sp,FRONDOSA
EMY,Eugenia miyrtifolia,Eugenia uniflora,ARBUSTO
EUAL,Bonetero alado,Euonymus alatus,ARBUSTO
EVE,Evónimo de hoja caduca,Euonymus verrucosus,ARBUSTO
EUCA,Tártago mayor,Euphorbia characias,HERB_PERENNES
EQU,Euforbia cuadrangular,Euphorbia quadrangularis,HERB_PERENNES
EPL,Flor de Pascua,Euphorbia pulcherrima,HERB_PERENNES
ESP,Espina de Cristo,Euphorbia milii var. splendens,HERB_PERENNES
ETI,Árbol de los dedos,Euphorbia tirucalli,HERB_PERENNES
EXMA,Exochorda,Exochorda x macrantha,ARBUSTO
FJA,Aralia de Japón,Fatsia japonica,HERB_PERENNES
FES,Feijoa sellowiana,Acca sellowiana,FRONDOSA
FAE,Margarita azul,Felicia amelloides,HERB_PERENNES
FEAR,Festuca alta,Festuca arundinacea,HERB_PERENNES
FEG,Festuca azul,Festuca glauca,HERB_PERENNES
FEOV,Cañuela de oveja,Festuca ovina,HERB_PERENNES
FERU,Festuca roja,Festuca rubra,HERB_PERENNES
FESP,Festucas,Festuca sp,HERB_PERENNES
FAT,Falso banyan,Ficus altissima,FRONDOSA
FAS,Higuera abigarrada,Ficus aspera,FRONDOSA
FIB,Benjamina,Ficus benjamina,SUBTROPICAL/TROPICAL
FIE,Árbol del caucho,Ficus elastica,SUBTROPICAL/TROPICAL
FIN,Higuera de Mysore/Ficus indica,Ficus drupacea,FRONDOSA
FLU,Higuera de Voguel,Ficus lutea,SUBTROPICAL/TROPICAL
FLY,Ficus lira,Ficus lyrata,SUBTROPICAL/TROPICAL
FMA,Ficus australiano,Ficus macrophylla,SUBTROPICAL/TROPICAL
FIR,Ficus de indias,Ficus retusa,SUBTROPICAL/TROPICAL
FIX,Ficus,Ficus sp,SUBTROPICAL/TROPICAL
FIL,Reina de los prados,Filipendula sp,HERB_PERENNES
PEAL,Hierba de fuente,Pennisetum alopecuroides,HERB_PERENNES
FEU,Forsitia,Forsythia europaea,ARBUSTO
FOX,Forsitias,Forsythia sp,ARBUSTO
FSU,Forsitia,Forsythia suspensa,ARBUSTO
FOV,Forsitia dorada,Forsythia viridissima,ARBUSTO
FRZ,"Fresa, Fresón",Fragaria sp,TAPIZANTE/TREPADORA
CYM,,Cytisus multiflorus,ARBUSTO
FAL,Arraclán,Frangula alnus,FRONDOSA
FOD,Fresno de hoja estrecha,Fraxinus angustifolia 'Raywood',FRONDOSA
FEA,Fresno común dorado,Fraxinus excelsior 'Jaspidea',FRONDOSA
FLA,Fresno de Oregón,Fraxinus latifolia,FRONDOSA
FPE,Fresno rojo,Fraxinus pennsylvanica,FRONDOSA
FUX,Fucsias,Fuchsia sp,HERB_PERENNES
FHY,Fucsia,Fuchsia x hybrida,HERB_PERENNES
FSE,Fúrcrea,Furcraea selloa,CACTACEA/SUCULENTA
GAJ,Gardenia,Gardenia jasminoides,ARBUSTO
GAS,Gardenia,Gardenia sp,ARBUSTO
GAPR,Gaulteria,Gaultheria procumbens,ARBUSTO
GASH,Gaulteria,Gaultheria shallon,ARBUSTO
SPO,Molle,Schinus polygama,ARBUSTO
PDUG,,Prunus dulcis 'Guara',FRONDOSA
GAZ,Gazanias,Gazania sp,HERB_PERENNES
GCI,Hiniesta,Genista cinerea,ARBUSTO
MADF,,Malus domestica 'Fuji',FRONDOSA
GFL,Retama,Genista florida,ARBUSTO
GHI,Aulaga,Genista hirsuta,ARBUSTO
GES,Retama negra,Genista scoparia,ARBUSTO
GSC,Aulaga,Genista scorpius,ARBUSTO
GEX,Genistas,Genista sp,ARBUSTO
GUM,Bolina,Genista umbellata,ARBUSTO
GEZ,Geranios,Geranium sp,HERB_PERENNES
GEU,Geum,Geum sp,HERB_PERENNES
GIS,Acacia de tres espinas inerme,Gleditsia triacanthos 'Inermis',FRONDOSA
GST,Acacia de tres espinas 'Sunburst',Gleditsia triacanthos 'Sunburst',FRONDOSA
GAL,Coronilla de fraile,Globularia alypum,HERB_PERENNES
GRJU,Grevillea,Grevillea juniperina,SUBTROPICAL/TROPICAL
GRO,Roble australiano,Grevillea robusta,SUBTROPICAL/TROPICAL
GRM,Grevillea arbustiva,Grevillea rosmarinifolia,SUBTROPICAL/TROPICAL
GRX,Grevillea,Grevillea sp,SUBTROPICAL/TROPICAL
GDI,Cafetero de Kentucky,Gymnocladus dioica,FRONDOSA
HAX,Jarilla,Halimium sp,HERB_PERENNES
HMO,Hamamelis,Hamamelis mollis,ARBUSTO
HEAL,Hebe,Hebe albicans,ARBUSTO
HSP,Hebe; Veronica;,Hebe speciosa,ARBUSTO
HETR,Verónica traversi,Hebe traversii,ARBUSTO
HDC,Hiedra canaria,Hedera canariensis,TAPIZANTE/TREPADORA
HED,Jengibre,Hedychium sp,HERB_PERENNES
HEX,Girasol,Helianthus sp,HERB_ANUAL
HSE,Avena azul,Helictotrichon sempervirens,HERB_PERENNES
HLZ,Rosa de Navidad,Helleborus sp,HERB_PERENNES
HEZ,Lirio de San Juan,Hemerocallis sp,HERB_PERENNES
HMS,Hibisco; malva rosa del pantano,Hibiscus moscheutos,ARBUSTO
HMU,Rosa de Mayo,Hibiscus mutabilis,ARBUSTO
HRH,Espino amarillo/Hippophae rhamnoides,Elaeagnus rhamnoides,ARBUSTO
HOS,Hosta,Hosta sp,HERB_PERENNES
HOB,Kentia,Howea belmoreana,SUBTROPICAL/TROPICAL
HOF,Palma del paraíso,Howea forsteriana,SUBTROPICAL/TROPICAL
HLU,Lúpulo,Humulus lupulus,TAPIZANTE/TREPADORA
HYOR,Jacinto,Hyacinthus orientalis,HERB_ANUAL
HMA,Hortensia,Hydrangea macrophylla,ARBUSTO
HPA,Hortensia de hoja de roble,Hydrangea paniculata,ARBUSTO
HIX,Hortensia,Hydrangea sp,ARBUSTO
HYAN,Androsemo,Hypericum androsaemum,HERB_PERENNES
HCA,Hierba de San Juan,Hypericum calycinum,HERB_PERENNES
HCN,Granadillo,Hypericum canariense,HERB_PERENNES
HDE,Hipérico,Hypericum densiflorum,HERB_PERENNES
HGR,Malfurada,Hypericum gradiflorum,HERB_PERENNES
IBSE,Carraspique,Iberis semperflorens,HERB_PERENNES
ISP,Carraspique,Iberis sempervirens,HERB_PERENNES
ICO,Acebo chino,Ilex cornuta,ARBUSTO
ICR,Acebo japonés,Ilex crenata,ARBUSTO
IOP,Acebo americano,Ilex opaca,ARBUSTO
ILSP,Acebo,Ilex sp,ARBUSTO
IMSP,Alegrías,Impatiens sp,HERB_ANUAL
ICY,Churur,Iochroma cyaneum,ARBUSTO
IGE,Lirio azul,Iris germanica,HERB_PERENNES
JAM,Jacarandá,Jacaranda mimosifolia,SUBTROPICAL/TROPICAL
JAZ,Jacarandá,Jacaranda sp,SUBTROPICAL/TROPICAL
JCX,Jacobinas,Jacobinia sp,ARBUSTO
SAR,Cheflera,Schefflera arboricola,SUBTROPICAL/TROPICAL
JFR,Jazmín silvestre,Jasminum fruticans,ARBUSTO
JHU,Jazmín italiano,Jasminum humile,ARBUSTO
JAME,Jazmín amarillo,Jasminum mesnyi,TAPIZANTE/TREPADORA
JAOF,Jazmín,Jasminum officinalae,TAPIZANTE/TREPADORA
JSP,Palmera de Chile,Jubaea chilensis,SUBTROPICAL/TROPICAL
JAC,Junco espinoso,Juncus acutus,HERB_PERENNES
JUS,Junco,Juncus sp,HERB_PERENNES
JCH,Junípero,Juniperus chinensis,CONIFERA
JOX,Enebro de la miera,Juniperus oxycedrus,CONIFERA
JPH,Sabina negral,Juniperus phoenicea,CONIFERA
JSA,Sabina rastrera,Juniperus sabina,CONIFERA
JSC,Enebro de las montañas rocosas,Juniperus scopulorum,CONIFERA
PRDC,,Prunus dulcis 'Clavelina',FRONDOSA
JVI,Sabina de Virginia,Juniperus virginiana,CONIFERA
JME,Enebro de Pfitzer,Juniperus x pfitzeriana,CONIFERA
JMEO,Enebro de Pfitzer 'Old Gold',Juniperus x pfitzeriana 'Old Gold',CONIFERA
SNIM,Saúco,Sambucus nigra 'Marginata',ARBUSTO
KJA,Kerria,Kerria japonica,ARBUSTO
KOU,Tritoma uvaria,Kniphofia uvaria,HERB_PERENNES
KTA,Árbol de los farolitos 'Fastigiata',Koelreuteria paniculata 'Fastigiata',FRONDOSA
KAM,Kolkwitzia,Kolkwitzia amabilis,ARBUSTO
LAL,Codeso de los Alpes,Laburnum alpinum,ARBUSTO
LAN,Lluvia de oro,Laburnum anagyroides,ARBUSTO
LSP,Astromelia,Lagerstroemia speciosa,FRONDOSA
LAP,Lagunaria,Lagunaria patersonia,FRONDOSA
LGA,Ortiga muerta amarilla,Lamium galeobdolon,HERB_PERENNES
LMM,Ortiga fétida,Lamium maculatum,HERB_PERENNES
LPP,Mesen rosado,Lampranthus sp,CACTACEA/SUCULENTA
LCA,Lantana,Lantana camara,ARBUSTO
LSE,Lantana rastrera,Lantana sellowiana,ARBUSTO
LDE,Alerce europeo,Larix decidua,CONIFERA
LLA,Alerce,Larix laricina,CONIFERA
LAO,Alerce,Larix occidentalis,CONIFERA
LAG,Lavanda,Lavandula angustifolia,ARBUSTO
LDT,Cantueso rizado,Lavandula dentata,ARBUSTO
LLN,Alhucema,Lavandula lanata,ARBUSTO
LAX,Lavandas,Lavandula sp,ARBUSTO
LLE,Oreja de león,Leonotis leonurus,HERB_PERENNES
LET,Lespedeza oriental,Lespedeza thunbergii,HERB_PERENNES
LEU,Leucote,Leucothoe sp,ARBUSTO
LTM,Ligustrina variegada,Ligustrum ovalifolium 'Variegatum',ARBUSTO
LSI,Aligustre,Ligustrum sinense,ARBUSTO
LIG,Aligustre de Texas,Ligustrum japonicum 'Texanum',ARBUSTO
LIZ,Azucena,Lilium sp,HERB_PERENNES
LCI,Lichi,Litchi chinensis,FRONDOSA
LAU,Livistona australiana,Livistona australis,PALMACEA
LCH,Livistona de China,Livistona chinensis,PALMACEA
LOER,Lobelia,Lobelia erinus,HERB_PERENNES
LOZ,Lobelias,Lobelia sp,HERB_PERENNES
LOPE,Raygrass perenne,Lolium perenne,HERB_PERENNES
LOC,Madreselva,Lonicera caprifolium,TAPIZANTE/TREPADORA
LJN,Madreselva de Japón,Lonicera japonica,TAPIZANTE/TREPADORA
LNI,Lonicera nitida,Lonicera nitida,TAPIZANTE/TREPADORA
LPE,Madreselva de los bosques,Lonicera periclymenum,TAPIZANTE/TREPADORA
LOP,Brillantina,Lonicera ligustrina 'Pileata',ARBUSTO
LOX,Madreselva,Lonicera sp,TAPIZANTE/TREPADORA
LXY,Madreselva pilosa,Lonicera xylosteum,TAPIZANTE/TREPADORA
LUN,Junco de flor blanca,Luzula nivea,HERB_PERENNES
MTE,Nuez australiana,Macadamia ternifolia,SUBTROPICAL/TROPICAL
MKO,Magnolio kobus,Magnolia kobus,FRONDOSA
MLI,Magnolia púrpura,Magnolia liliiflora,FRONDOSA
MST,Magnolia estrellada,Magnolia stellata,FRONDOSA
MTR,Magnolia sombrilla,Magnolia tripetala,FRONDOSA
MSO,Magnolio chino,Magnolia x soulangeana,FRONDOSA
MBE,Mahonia,Mahonia bealei,ARBUSTO
MJP,Mahonia,Mahonia japonica,ARBUSTO
MLO,Mahonia,Mahonia lomariifolia,ARBUSTO
MHZ,Uva de Oregón,Mahonia sp,ARBUSTO
MET,Manzano 'Golden Hornet',Malus 'Golden Hornet',FRONDOSA
MPU,Manzano rojo,Malus x purpurea,FRONDOSA
MAZ,Malvas,Malva sp,HERB_PERENNES
SVI,Mimbre,Salix viminalis,ARBUSTO
MASU,Dipladenia,Mandevilla laxa,TAPIZANTE/TREPADORA
MLA,Palmera botella,Mascarena lagenicaulis,SUBTROPICAL/TROPICAL
MVE,Palmera botella,Mascarena verschaffieltii,SUBTROPICAL/TROPICAL
MTX,Manzanilla,Matricaria sp,HERB_PERENNES
MIN,Alhelí encarnado,Matthiola incana,HERB_PERENNES
MED,Alfalfa,Medicago sp,HERB_PERENNES
MES,Alfalfa leñosa,Medicago strasseri,HERB_PERENNES
MAM,Melaleuca,Melaleuca armillaris,ARBUSTO
MEM,Melaleuca,Melaleuca ericifolia,ARBUSTO
MEZ,Melisa,Melissa sp,HERB_PERENNES
MPI,Menta piperita,Mentha x piperita,HERB_PERENNES
MSP,Hierbabuena,Mentha spicata,HERB_PERENNES
MEP,Margarita de Livisgstone,Mesembryanthemum sp,CACTACEA/SUCULENTA
MGL,Secuoya de hojas caedizas,Metasequoia glyptostroboides,CONIFERA
MTO,Árbol de hierro/Metrosideros tomentosa,Metrosideros excelsa,FRONDOSA
MJA,Dondiego de noche,Mirabilis jalapa,HERB_PERENNES
MIS,Miscantus,Miscanthus sinensis,HERB_PERENNES
MADS,,Malus domestica 'Starking',FRONDOSA
MBI,Montanoa,Montanoa bipinnatifida,HERB_PERENNES
MSS,Morera blanca 'Fruitless',Morus alba 'Fruitless',FRONDOSA
MPL,Planta ciempiés,Muehlenbeckia platyclados,HERB_PERENNES
MJO,Platanero japonés,Musa basjoo,SUBTROPICAL/TROPICAL
MUX,Bananos,Musa sp,SUBTROPICAL/TROPICAL
MLE,Mioporo,Myoporum laetum,ARBUSTO
MYC,Mirto,Myrtus communis,ARBUSTO
MLU,Luma/Myrtus luma,Amomyrtus luma,FRONDOSA
NDO,Nandina,Nandina domestica,HERB_PERENNES
NASP,Narcisos,Narcissus sp,HERB_ANUAL
NTE,Nasela,Nassella tenuissima,HERB_PERENNES
NDA,Palmera triangular/Neodypsis decaryi,Dypsis decaryi,SUBTROPICAL/TROPICAL
NGL,Árbol del tabaco,Nicotiana glauca,HERB_PERENNES
NID,Amor en la niebla,Nigella damascena,HERB_PERENNES
NME,Haya plateada,Nothofagus menziesii,FRONDOSA
NPR,Raulí/Nothofagus procera,Nothofagus alpina,FRONDOSA
NLU,Nenúfar amarillo,Nuphar lutea,HERB_PERENNES
NAL,Nenúfar blanco,Nymphaea alba,HERB_PERENNES
NSY,Tupelo,Nyssa sylvatica,FRONDOSA
OCB,Albahaca,Ocimum basilicum,HERB_PERENNES
OPH,Barba de serpiente,Ophiopogon planiscapus,HERB_PERENNES
OFI,Chumbera,Opuntia ficus-indica,CACTACEA/SUCULENTA
ORO,Nopal,Opuntia robusta,CACTACEA/SUCULENTA
OCP,Caballera de palo,Oreopanax capitatus,SUBTROPICAL/TROPICAL
ORX,Orégano,Origanum sp,HERB_PERENNES
OFR,Olivo oloroso,Osmanthus fragrans,ARBUSTO
OHE,Falso acebo,Osmanthus heterophyllus,ARBUSTO
OSX,Acebo chino,Osmanthus sp,ARBUSTO
ORE,Helecho real,Osmunda regalis,HERB_PERENNES
OSD,Dimorfoteca,Osteospermum sp,HERB_PERENNES
OAL,Retama blanca,Osyris alba,ARBUSTO
PATE,Diamante,Pachysandra terminalis,TAPIZANTE/TREPADORA
PSX,Peonías,Paeonia sp,HERB_PERENNES
PSU,Peonía,Paeonia x suffruticosa,HERB_PERENNES
PTU,Pandano,Pandanus utilis,SUBTROPICAL/TROPICAL
PVG,Pasto varilla,Panicum virgatum,HERB_PERENNES
PPZ,Amapola,Papaver sp,HERB_PERENNES
PAC,Espino de Jerusalén,Parkinsonia aculeata,FRONDOSA
PAHE,Parra virgen,Parthenocissus henryana,TAPIZANTE/TREPADORA
PAQ,Parra virgen,Parthenocissus quinquefolia,TAPIZANTE/TREPADORA
PAX,Parra virgen,Parthenocissus sp,TAPIZANTE/TREPADORA
PTI,Parra virgen,Parthenocissus tricuspidata,TAPIZANTE/TREPADORA
PEI,Paulonia de fortune,Paulownia fortunei,FRONDOSA
PPL,Gitanilla,Pelargonium peltatum,HERB_PERENNES
PGZ,Geranio limón,Pelargonium sp,HERB_PERENNES
PZO,Geranio,Pelargonium zonale,HERB_PERENNES
PECL,Kikuyo,Pennisetum clandestinum,HERB_PERENNES
PEV,Cola de zorro,Pennisetum villosum,HERB_PERENNES
PEMU,Pernetia,Pernettya mucronata,ARBUSTO
PEK,Salvia rusa ,Perovskia atriplicifolia,HERB_PERENNES
PAM,Aguacatero,Persea americana,FRONDOSA
PFA,Sombrerera,Petasites fragrans,HERB_PERENNES
PEG,Petunia,Petunia 'Grandiflora',HERB_ANUAL
PMI,Petunia híbrida,Petunia 'Milliflora',HERB_ANUAL
ROWC,"Rosal 'Wettra, Climber'","Rosa 'Wettra, Climber'",TAPIZANTE/TREPADORA
PLR,Alpiste,Phalaris sp,HERB_PERENNES
PHPR,Hierba timotea,Phleum pratense,HERB_PERENNES
PGA,Flor de ángel,Philadelphus grandiflorus,ARBUSTO
PHPU,Celinda,Philadelphus pubescens,ARBUSTO
PHZ,Celindas,Philadelphus sp,ARBUSTO
PAN,Labiérnago,Phillyrea angustifolia,ARBUSTO
PLT,Labiérnago negro,Phillyrea latifolia,ARBUSTO
THZY,Tomillo salsero,Thymus zygis,HERB_PERENNES
PFU,Flomis,Phlomis fruticosa,HERB_PERENNES
PHW,Flox,Phlox sp,HERB_PERENNES
PHR,Palmera de Senagal,Phoenix reclinata,PALMACEA
PHB,Palmera enana,Phoenix roebelenii,PALMACEA
PHP,Palma de las rocas,Phoenix rupicola,PALMACEA
ROTO,Rosal 'Tocade',Rosa 'Tocade',ARBUSTO
PHV,Datilera silvestre,Phoenix sylvestris,PALMACEA
